id,filename,class,source,source_url,source_id,license,author,date_captured,date_fetched,original_resolution,md5,notes
inaturalist_61395_351877006_642190988,data/processed/sano/inaturalist_61395_351877006_642190988.jpg,sano,inaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/642190988/original.jpg,61395:351877006:642190988,CC-BY-NC-4.0,"(c) Hayden Pack, some rights reserved (CC BY-NC)",2025-10-01,2026-05-10T03:26:00Z,945x2048,ed949de3d1070be22930e5bad1b31432, | processed:472x1024
gbif_5243447_2986419343_4,data/processed/sano/gbif_5243447_2986419343_4.jpg,sano,gbif,https://svampe.databasen.org/uploads/2020-10153221_SkmYa1ZT5w.JPG,5243447:2986419343:4,CC-BY-NC-4.0,Frede Scheye,2020-11-23,2026-05-10T03:40:34Z,800x535,171aef7729a2c5b0af7aa4cec64669f9,Denmark | processed:800x535
gbif_5243447_2844642471_0,data/processed/sano/gbif_5243447_2844642471_0.jpg,sano,gbif,https://observation.org/photos/20785444.jpg,5243447:2844642471:0,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:40:58Z,1000x481,6f7d1b1a273455abdc8c765b5a07b624,Netherlands | processed:1000x481
gbif_5243447_2844642471_1,data/processed/sano/gbif_5243447_2844642471_1.jpg,sano,gbif,https://observation.org/photos/20785445.jpg,5243447:2844642471:1,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:40:58Z,1000x783,7b46f1a07b7a88c60b744b0839c816c4,Netherlands | processed:1000x783
gbif_5243447_2844642471_2,data/processed/sano/gbif_5243447_2844642471_2.jpg,sano,gbif,https://observation.org/photos/20785446.jpg,5243447:2844642471:2,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:40:59Z,1000x709,ea1af3542e1fc9b06672fd4e88b18dd5,Netherlands | processed:1000x709
gbif_5243447_2844642471_3,data/processed/sano/gbif_5243447_2844642471_3.jpg,sano,gbif,https://observation.org/photos/20785447.jpg,5243447:2844642471:3,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:41:00Z,1000x825,a537ad6d27b414dad405ead92ad967c9,Netherlands | processed:1000x825
gbif_5243447_2844642471_4,data/processed/sano/gbif_5243447_2844642471_4.jpg,sano,gbif,https://observation.org/photos/20785448.jpg,5243447:2844642471:4,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:41:01Z,1000x949,fd324c9080afe73286582e4e80433ba3,Netherlands | processed:1000x949
gbif_5243447_2844642471_5,data/processed/sano/gbif_5243447_2844642471_5.jpg,sano,gbif,https://observation.org/photos/20785483.jpg,5243447:2844642471:5,CC-BY-NC-ND-4.0,Rayan Majoor,2019-05-18,2026-05-10T03:41:02Z,1000x981,beeb61f6a994475c918980ebd2aa42f1,Netherlands | processed:1000x981
gbif_5243447_6231315647_0,data/processed/sano/gbif_5243447_6231315647_0.jpg,sano,gbif,https://images.mushroomobserver.org/1280/1042200.jpg,5243447:6231315647:0,CC-BY-NC-4.0,MO Observers,2019-06-07,2026-05-10T03:41:03Z,720x1280,d186d8bb5600fea2c8f555fe0a3c07d8,United States of America | processed:576x1024
gbif_5243447_6231315647_1,data/processed/sano/gbif_5243447_6231315647_1.jpg,sano,gbif,https://images.mushroomobserver.org/1280/1042201.jpg,5243447:6231315647:1,CC-BY-NC-4.0,MO Observers,2019-06-07,2026-05-10T03:41:04Z,1280x960,087f84f0b24b598ae1dcaba7e4672b7b,United States of America | processed:1024x768
gbif_5243447_6231315647_2,data/processed/sano/gbif_5243447_6231315647_2.jpg,sano,gbif,https://images.mushroomobserver.org/1280/1042202.jpg,5243447:6231315647:2,CC-BY-NC-4.0,MO Observers,2019-06-07,2026-05-10T03:41:05Z,1280x720,ff787258a2164db4f685631871d42728,United States of America | processed:1024x576
gbif_5243447_6231241818_0,data/processed/sano/gbif_5243447_6231241818_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1085531.jpg,5243447:6231241818:0,CC-BY-NC-4.0,MO Observers,2019-09-06,2026-05-10T03:41:11Z,540x960,27545a25137d6bc0c99b073e0acc0348,Colombia | processed:540x960
gbif_5243447_6231241818_1,data/processed/sano/gbif_5243447_6231241818_1.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1085532.jpg,5243447:6231241818:1,CC-BY-NC-4.0,MO Observers,2019-09-06,2026-05-10T03:41:12Z,360x640,eec1f615ce29e20e57c9cd14a5b827a1,Colombia | processed:360x640
gbif_5243447_6231241818_2,data/processed/sano/gbif_5243447_6231241818_2.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1085533.jpg,5243447:6231241818:2,CC-BY-NC-4.0,MO Observers,2019-09-06,2026-05-10T03:41:13Z,540x960,620a355921f2db7e073524dfdaa1ceaa,Colombia | processed:540x960
gbif_5243447_6231211700_0,data/processed/sano/gbif_5243447_6231211700_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1120375.jpg,5243447:6231211700:0,CC-BY-NC-4.0,MO Observers,2019-11-11,2026-05-10T03:41:15Z,1280x1022,62a49b553e0f9255c566d2cff05967dd,United States of America | processed:1024x818
gbif_5243447_6231211700_1,data/processed/sano/gbif_5243447_6231211700_1.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1120376.jpg,5243447:6231211700:1,CC-BY-NC-4.0,MO Observers,2019-11-11,2026-05-10T03:41:16Z,1280x898,6443a3a1955cb1c7c8c37d089afe594f,United States of America | processed:1024x718
gbif_5243447_6231266211_0,data/processed/sano/gbif_5243447_6231266211_0.jpg,sano,gbif,https://images.mushroomobserver.org/1280/838104.jpg,5243447:6231266211:0,CC-BY-NC-4.0,MO Observers,2018-01-17,2026-05-10T03:41:17Z,960x1280,1634db3165fd228597443cb3dcd55e99,United States of America | processed:768x1024
gbif_5243447_2397824025_0,data/processed/sano/gbif_5243447_2397824025_0.jpg,sano,gbif,http://specify.ugrasu.ru:8080/fileget?coll=Fungarium+of+Yugra+State+University&type=0&filename=sp6-6266484965996554436.att.jpg,5243447:2397824025:0,CC-BY-4.0,,2018-09-16,2026-05-10T03:41:28Z,3694x2384,3d63fa7e962d7c4d5c9ae96370d1a64a,Russian Federation | processed:1024x661
gbif_5243447_2397824025_1,data/processed/sano/gbif_5243447_2397824025_1.jpg,sano,gbif,http://specify.ugrasu.ru:8080/fileget?coll=Fungarium+of+Yugra+State+University&type=0&filename=sp6-6898348980246742962.att.jpg,5243447:2397824025:1,CC-BY-4.0,,2018-09-16,2026-05-10T03:41:30Z,3411x2622,3df44b5a7798b2f6c5400a333348d2f3,Russian Federation | processed:1024x787
gbif_5243447_6231330023_0,data/processed/sano/gbif_5243447_6231330023_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/712987.jpg,5243447:6231330023:0,CC-BY-NC-4.0,MO Observers,2017-01-30,2026-05-10T03:41:31Z,1280x720,13872b493a04579d242918dfb7169cd9,United States of America | processed:1024x576
gbif_5243447_6231332713_0,data/processed/sano/gbif_5243447_6231332713_0.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707479.jpg,5243447:6231332713:0,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:32Z,1280x720,50373c2f8793ffcd7916328d6e21cc3f,United States of America | processed:1024x576
gbif_5243447_6231332713_1,data/processed/sano/gbif_5243447_6231332713_1.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707480.jpg,5243447:6231332713:1,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:33Z,1280x720,f8df4dc25069cf90d262bd2ab4db74f1,United States of America | processed:1024x576
gbif_5243447_6231332713_2,data/processed/sano/gbif_5243447_6231332713_2.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707481.jpg,5243447:6231332713:2,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:34Z,1280x720,6cedea6c69ee04efc38f955dad5d4aea,United States of America | processed:1024x576
gbif_5243447_6231332713_3,data/processed/sano/gbif_5243447_6231332713_3.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707482.jpg,5243447:6231332713:3,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:35Z,1280x720,5ac9f2d27007b82d56693d33e9e1f07e,United States of America | processed:1024x576
gbif_5243447_6231332713_4,data/processed/sano/gbif_5243447_6231332713_4.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707483.jpg,5243447:6231332713:4,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:36Z,1280x720,8ecf51cc486f5b1671d78a86a4f21842,United States of America | processed:1024x576
gbif_5243447_6231332713_5,data/processed/sano/gbif_5243447_6231332713_5.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707484.jpg,5243447:6231332713:5,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:37Z,1280x720,42adef448c20cdca710459423bf16b96,United States of America | processed:1024x576
gbif_5243447_6231332713_6,data/processed/sano/gbif_5243447_6231332713_6.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707485.jpg,5243447:6231332713:6,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:38Z,1280x720,a5a8e2c05d10ef447d7948ba44dc423f,United States of America | processed:1024x576
gbif_5243447_6231332713_7,data/processed/sano/gbif_5243447_6231332713_7.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707486.jpg,5243447:6231332713:7,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:39Z,1280x720,9981d31cc6b9627bf0330b1a9a4aad50,United States of America | processed:1024x576
gbif_5243447_6231332713_8,data/processed/sano/gbif_5243447_6231332713_8.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707487.jpg,5243447:6231332713:8,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:40Z,1280x720,e3befc66ccfb9f78e1024fe4f4b6110a,United States of America | processed:1024x576
gbif_5243447_6231332713_9,data/processed/sano/gbif_5243447_6231332713_9.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707756.jpg,5243447:6231332713:9,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:41Z,1280x720,c325990da48e11d7b6b2041fa7f8ec85,United States of America | processed:1024x576
gbif_5243447_6231332713_10,data/processed/sano/gbif_5243447_6231332713_10.jpg,sano,gbif,https://images.mushroomobserver.org/1280/707757.jpg,5243447:6231332713:10,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:42Z,1280x720,a902215d792a307ace6569b9f31546ab,United States of America | processed:1024x576
gbif_5243447_6231332713_11,data/processed/sano/gbif_5243447_6231332713_11.jpg,sano,gbif,https://images.mushroomobserver.org/1280/713272.jpg,5243447:6231332713:11,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:43Z,1280x960,1211a67c38e769d0fa7f73a69e2f91eb,United States of America | processed:1024x768
gbif_5243447_6231332713_12,data/processed/sano/gbif_5243447_6231332713_12.jpg,sano,gbif,https://images.mushroomobserver.org/1280/713273.jpg,5243447:6231332713:12,CC-BY-NC-4.0,MO Observers,2017-01-15,2026-05-10T03:41:44Z,1280x960,a146357ce0d1dcb20aa9abe4c90078e9,United States of America | processed:1024x768
gbif_5243447_6231229988_10,data/processed/sano/gbif_5243447_6231229988_10.jpg,sano,gbif,https://mushroomobserver.org/images/1280/1441734.jpg,5243447:6231229988:10,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:13Z,1280x854,1bde30d79c31c0f8a2243458be2567c7,United States of America | processed:1024x683
gbif_5243447_6231330387_0,data/processed/sano/gbif_5243447_6231330387_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/718819.jpg,5243447:6231330387:0,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:14Z,1280x854,2116bb1c62a3cdda97375c3ce1443e5a,United States of America | processed:1024x683
gbif_5243447_6231330387_1,data/processed/sano/gbif_5243447_6231330387_1.jpg,sano,gbif,https://mushroomobserver.org/images/1280/718820.jpg,5243447:6231330387:1,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:15Z,1280x854,5434e7da0ab4dab45a2b54219ac19853,United States of America | processed:1024x683
gbif_5243447_6231330387_2,data/processed/sano/gbif_5243447_6231330387_2.jpg,sano,gbif,https://mushroomobserver.org/images/1280/718821.jpg,5243447:6231330387:2,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:16Z,1280x854,3596527f7b1a278cc9c8c27444843f13,United States of America | processed:1024x683
gbif_5243447_6231330387_3,data/processed/sano/gbif_5243447_6231330387_3.jpg,sano,gbif,https://mushroomobserver.org/images/1280/718822.jpg,5243447:6231330387:3,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:17Z,1280x854,7d4d86eeea94b4c2103e2214e865d007,United States of America | processed:1024x683
gbif_5243447_6231330387_4,data/processed/sano/gbif_5243447_6231330387_4.jpg,sano,gbif,https://mushroomobserver.org/images/1280/720241.jpg,5243447:6231330387:4,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:18Z,1280x853,60d26f880c1a985b2c466e5a8040cecf,United States of America | processed:1024x682
gbif_5243447_6231330387_5,data/processed/sano/gbif_5243447_6231330387_5.jpg,sano,gbif,https://mushroomobserver.org/images/1280/720242.jpg,5243447:6231330387:5,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:19Z,1280x853,265fe471c8dda24a210fb221c33e45cc,United States of America | processed:1024x682
gbif_5243447_6231330387_6,data/processed/sano/gbif_5243447_6231330387_6.jpg,sano,gbif,https://mushroomobserver.org/images/1280/720243.jpg,5243447:6231330387:6,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:20Z,1280x853,754673bbbd93a7105deec4945b171627,United States of America | processed:1024x682
gbif_5243447_6231330387_7,data/processed/sano/gbif_5243447_6231330387_7.jpg,sano,gbif,https://mushroomobserver.org/images/1280/720244.jpg,5243447:6231330387:7,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:21Z,1280x853,41fc3a52e59b1c12582ff9138861c0c9,United States of America | processed:1024x682
gbif_5243447_6231330387_8,data/processed/sano/gbif_5243447_6231330387_8.jpg,sano,gbif,https://mushroomobserver.org/images/1280/720245.jpg,5243447:6231330387:8,CC-BY-NC-4.0,MO Observers,2017-02-25,2026-05-10T03:42:22Z,1280x853,ca3dbdc8c8748c736722495543773214,United States of America | processed:1024x682
gbif_5243447_2238494185_0,data/processed/sano/gbif_5243447_2238494185_0.jpg,sano,gbif,https://svampe.databasen.org/uploads/ELAU2017-9193781_B1JPbthb-.JPG,5243447:2238494185:0,CC-BY-NC-4.0,Eva Lau Olsen,2017-05-30,2026-05-10T03:42:36Z,1200x798,caf579222debc5596b3d83aa765d3605,Denmark | processed:1024x681
gbif_5243447_2238494185_1,data/processed/sano/gbif_5243447_2238494185_1.jpg,sano,gbif,https://svampe.databasen.org/uploads/ELAU2017-9193781_BkZ1PbY2-W.JPG,5243447:2238494185:1,CC-BY-NC-4.0,Eva Lau Olsen,2017-05-30,2026-05-10T03:42:36Z,532x800,73a7150f0f55bc84eb9dc99582867529,Denmark | processed:532x800
gbif_5243447_2238494185_2,data/processed/sano/gbif_5243447_2238494185_2.jpg,sano,gbif,https://svampe.databasen.org/uploads/ELAU2017-9193781_SkxJDWt2W-.JPG,5243447:2238494185:2,CC-BY-NC-4.0,Eva Lau Olsen,2017-05-30,2026-05-10T03:42:37Z,532x800,ad1e17aa92cbc1ad791bc9d4d857095e,Denmark | processed:532x800
gbif_5243447_2238494185_3,data/processed/sano/gbif_5243447_2238494185_3.jpg,sano,gbif,https://svampe.databasen.org/uploads/ELAU2017-9193781_rJzywbFhZW.JPG,5243447:2238494185:3,CC-BY-NC-4.0,Eva Lau Olsen,2017-05-30,2026-05-10T03:42:38Z,1200x798,3fb0820840e8fe24e0e4abd3b8e2a100,Denmark | processed:1024x681
gbif_5243447_6231138179_0,data/processed/sano/gbif_5243447_6231138179_0.jpg,sano,gbif,https://images.mushroomobserver.org/1280/738457.jpg,5243447:6231138179:0,CC-BY-NC-4.0,MO Observers,2017-05-16,2026-05-10T03:42:39Z,960x1280,699de2fb441c062eb44c99ce714b9d87,Romania | processed:768x1024
gbif_5243447_6231138179_1,data/processed/sano/gbif_5243447_6231138179_1.jpg,sano,gbif,https://images.mushroomobserver.org/1280/738458.jpg,5243447:6231138179:1,CC-BY-NC-4.0,MO Observers,2017-05-16,2026-05-10T03:42:40Z,960x1280,74f50dd17b5290aad7b5364268bd92db,Romania | processed:768x1024
gbif_5243447_6231138179_2,data/processed/sano/gbif_5243447_6231138179_2.jpg,sano,gbif,https://images.mushroomobserver.org/1280/738459.jpg,5243447:6231138179:2,CC-BY-NC-4.0,MO Observers,2017-05-16,2026-05-10T03:42:41Z,960x1280,cb406af5a16bdb11e79681094b5b03be,Romania | processed:768x1024
gbif_5243447_1969924310_0,data/processed/sano/gbif_5243447_1969924310_0.jpg,sano,gbif,https://observation.org/photos/13879975.jpg,5243447:1969924310:0,CC-BY-NC-ND-4.0,Albert Meek,2017-06-14,2026-05-10T03:42:46Z,800x600,c87cbfbe1b5660d5732ee0fc3b87957c,Netherlands | processed:800x600
gbif_5243447_1969924310_1,data/processed/sano/gbif_5243447_1969924310_1.jpg,sano,gbif,https://observation.org/photos/13879976.jpg,5243447:1969924310:1,CC-BY-NC-ND-4.0,Albert Meek,2017-06-14,2026-05-10T03:42:46Z,800x600,305f475031299034f1546366999ec38f,Netherlands | processed:800x600
gbif_5243447_1969924310_2,data/processed/sano/gbif_5243447_1969924310_2.jpg,sano,gbif,https://observation.org/photos/13880056.jpg,5243447:1969924310:2,CC-BY-NC-ND-4.0,Albert Meek,2017-06-14,2026-05-10T03:42:47Z,800x598,d7158843af9d06c37a39408f3881ac1d,Netherlands | processed:800x598
gbif_5243447_1969924310_3,data/processed/sano/gbif_5243447_1969924310_3.jpg,sano,gbif,https://observation.org/photos/13880057.jpg,5243447:1969924310:3,CC-BY-NC-ND-4.0,Albert Meek,2017-06-14,2026-05-10T03:42:48Z,800x598,8d1db41359bcf6e903d23426ea0cd03e,Netherlands | processed:800x598
gbif_5243447_1969924310_4,data/processed/sano/gbif_5243447_1969924310_4.jpg,sano,gbif,https://observation.org/photos/13880058.jpg,5243447:1969924310:4,CC-BY-NC-ND-4.0,Albert Meek,2017-06-14,2026-05-10T03:42:49Z,800x598,e23d4ce0c4ede7464fd9bd2ced811b1b,Netherlands | processed:800x598
gbif_5243447_1823368248_0,data/processed/sano/gbif_5243447_1823368248_0.jpg,sano,gbif,https://www.artsobservasjoner.no/MediaLibrary/2017/9/536c5317-7255-4f21-b91b-91dee632f103_image.jpg,5243447:1823368248:0,CC-BY-4.0,Tove Jacobsen,2017-08-22,2026-05-10T03:42:54Z,1600x1069,570dfc1dc23ed680227de8b1131b0082,Norway | processed:1024x684
gbif_5243447_1823368248_1,data/processed/sano/gbif_5243447_1823368248_1.jpg,sano,gbif,https://www.artsobservasjoner.no/MediaLibrary/2017/9/e2529c17-6b46-4440-9d97-ac8a727f147f_image.jpg,5243447:1823368248:1,CC-BY-4.0,Tove Jacobsen,2017-08-22,2026-05-10T03:42:55Z,1068x1600,bc7094f0910fe6b456028c605402c5de,Norway | processed:684x1024
gbif_5243447_5086277313_0,data/processed/sano/gbif_5243447_5086277313_0.jpg,sano,gbif,https://observation.org/photos/15499631.jpg,5243447:5086277313:0,CC-BY-NC-ND-4.0,ieko staal,2017-11-11,2026-05-10T03:42:56Z,800x534,ee0a675aaeb82a9b690bc1f488af03cd,Netherlands | processed:800x534
gbif_5243447_2836375009_0,data/processed/sano/gbif_5243447_2836375009_0.jpg,sano,gbif,https://observation.org/photos/25828261.jpg,5243447:2836375009:0,CC-BY-NC-ND-4.0,Luis García Bona,2016-04-23,2026-05-10T03:43:03Z,800x450,85d6eefa7c22bd58690c2c2c9f694d0b,Spain | processed:800x450
gbif_5243447_2836375009_1,data/processed/sano/gbif_5243447_2836375009_1.jpg,sano,gbif,https://observation.org/photos/25828262.jpg,5243447:2836375009:1,CC-BY-NC-ND-4.0,Luis García Bona,2016-04-23,2026-05-10T03:43:04Z,800x450,ddb7db50097526370956cb808ea34a99,Spain | processed:800x450
gbif_5243447_2836375009_2,data/processed/sano/gbif_5243447_2836375009_2.jpg,sano,gbif,https://observation.org/photos/25828263.jpg,5243447:2836375009:2,CC-BY-NC-ND-4.0,Luis García Bona,2016-04-23,2026-05-10T03:43:05Z,800x450,2ffdeb9faccce418c4d4282bf3767503,Spain | processed:800x450
gbif_5243447_1973678388_0,data/processed/sano/gbif_5243447_1973678388_0.jpg,sano,gbif,https://observation.org/photos/11178151.jpg,5243447:1973678388:0,CC-BY-NC-4.0,Hans Kunstman,2016-06-22,2026-05-10T03:43:09Z,800x582,5e3e4b397cd87e3be5eb1128287c5bd1,Netherlands | processed:800x582
gbif_5243447_6231405639_0,data/processed/sano/gbif_5243447_6231405639_0.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628354.jpg,5243447:6231405639:0,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:10Z,1280x720,d702a7ba6dc0dda2f38f562bfd159841,Germany | processed:1024x576
gbif_5243447_6231405639_1,data/processed/sano/gbif_5243447_6231405639_1.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628355.jpg,5243447:6231405639:1,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:11Z,1280x720,364cb50d1346a3fb3546b73072110b63,Germany | processed:1024x576
gbif_5243447_6231405639_2,data/processed/sano/gbif_5243447_6231405639_2.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628356.jpg,5243447:6231405639:2,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:12Z,1280x720,09a481d0a59d2d16908c5fa0ca15ce46,Germany | processed:1024x576
gbif_5243447_6231405639_3,data/processed/sano/gbif_5243447_6231405639_3.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628357.jpg,5243447:6231405639:3,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:13Z,1280x720,ff8b45573793a9c616f9bf910aadf4eb,Germany | processed:1024x576
gbif_5243447_6231405639_4,data/processed/sano/gbif_5243447_6231405639_4.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628358.jpg,5243447:6231405639:4,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:14Z,1280x720,d1c58ccce874b6c053405519fc2ba632,Germany | processed:1024x576
gbif_5243447_6231405639_5,data/processed/sano/gbif_5243447_6231405639_5.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628359.jpg,5243447:6231405639:5,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:15Z,1280x720,6026f861171e7f2ca02532be3b373a6f,Germany | processed:1024x576
gbif_5243447_6231405639_6,data/processed/sano/gbif_5243447_6231405639_6.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628360.jpg,5243447:6231405639:6,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:16Z,1280x720,47839e2cf9d757c1efb36f6e17df0867,Germany | processed:1024x576
gbif_5243447_6231405639_7,data/processed/sano/gbif_5243447_6231405639_7.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628361.jpg,5243447:6231405639:7,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:17Z,1280x720,8dfdc47938af6c7f4d65ef622da62e24,Germany | processed:1024x576
gbif_5243447_6231405639_8,data/processed/sano/gbif_5243447_6231405639_8.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628362.jpg,5243447:6231405639:8,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:18Z,1280x720,e7a8c0af42f8216a952a72ae1a472570,Germany | processed:1024x576
gbif_5243447_6231405639_9,data/processed/sano/gbif_5243447_6231405639_9.jpg,sano,gbif,https://mushroomobserver.org/images/1280/628363.jpg,5243447:6231405639:9,CC-BY-NC-4.0,MO Observers,2016-06-21,2026-05-10T03:43:19Z,1280x720,5871a49bbf7e0a606c3a2cc1de4f8b7d,Germany | processed:1024x576
gbif_5243447_1972057606_0,data/processed/sano/gbif_5243447_1972057606_0.jpg,sano,gbif,https://observation.org/photos/12362759.jpg,5243447:1972057606:0,CC-BY-NC-ND-4.0,Ruud van Middelkoop,2016-11-05,2026-05-10T03:43:22Z,800x596,2f323a99c18565009dd94d6e3d66f6c0,Netherlands | processed:800x596
gbif_5243447_1972057606_1,data/processed/sano/gbif_5243447_1972057606_1.jpg,sano,gbif,https://observation.org/photos/12362760.jpg,5243447:1972057606:1,CC-BY-NC-ND-4.0,Ruud van Middelkoop,2016-11-05,2026-05-10T03:43:23Z,800x592,b2f248b2be198160c07a79c7a8472473,Netherlands | processed:800x592
gbif_5243447_1972057606_2,data/processed/sano/gbif_5243447_1972057606_2.jpg,sano,gbif,https://observation.org/photos/12362761.jpg,5243447:1972057606:2,CC-BY-NC-ND-4.0,Ruud van Middelkoop,2016-11-05,2026-05-10T03:43:24Z,800x596,4214e832c707326bc3c5d228f004df03,Netherlands | processed:800x596
gbif_5243447_1972064647_0,data/processed/sano/gbif_5243447_1972064647_0.jpg,sano,gbif,https://observation.org/photos/12354926.jpg,5243447:1972064647:0,CC-BY-NC-ND-4.0,Kjell Nilsen,2016-11-05,2026-05-10T03:43:25Z,800x531,aafb86b11df85cd537de42793eb0b469,Netherlands | processed:800x531
gbif_5243447_1972064647_1,data/processed/sano/gbif_5243447_1972064647_1.jpg,sano,gbif,https://observation.org/photos/12354927.jpg,5243447:1972064647:1,CC-BY-NC-ND-4.0,Kjell Nilsen,2016-11-05,2026-05-10T03:43:26Z,800x531,1370f980ef1cffc5fb8306f5edd1ec8d,Netherlands | processed:800x531
gbif_5243447_1972064647_2,data/processed/sano/gbif_5243447_1972064647_2.jpg,sano,gbif,https://observation.org/photos/12354928.jpg,5243447:1972064647:2,CC-BY-NC-ND-4.0,Kjell Nilsen,2016-11-05,2026-05-10T03:43:27Z,800x531,374ec4a63386064006825617ea55d506,Netherlands | processed:800x531
gbif_5243447_2238370347_0,data/processed/sano/gbif_5243447_2238370347_0.jpg,sano,gbif,https://svampe.databasen.org/uploads/TAK2014PIC18523829.JPG,5243447:2238370347:0,CC-BY-NC-4.0,Flemming Ryden,2014-04-21,2026-05-10T03:43:34Z,1024x768,3f40af8b991de0c0cd0d6858e761b775,Denmark | processed:1024x768
gbif_5243447_2238370347_1,data/processed/sano/gbif_5243447_2238370347_1.jpg,sano,gbif,https://svampe.databasen.org/uploads/TAK2014PIC52543525.JPG,5243447:2238370347:1,CC-BY-NC-4.0,Flemming Ryden,2014-04-21,2026-05-10T03:43:35Z,1024x768,92cfc3b043172ef9c8ffbb7f7e51b433,Denmark | processed:1024x768
gbif_5243447_2238370347_2,data/processed/sano/gbif_5243447_2238370347_2.jpg,sano,gbif,https://svampe.databasen.org/uploads/TAK2014PIC82768884.JPG,5243447:2238370347:2,CC-BY-NC-4.0,Flemming Ryden,2014-04-21,2026-05-10T03:43:36Z,809x731,0c727f892241e9e57cc1c6f83c92fead,Denmark | processed:809x731
gbif_5243447_3798806304_0,data/processed/sano/gbif_5243447_3798806304_0.jpg,sano,gbif,https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=494c1de6-c8f9-44ec-9d38-36d487dae36d,5243447:3798806304:0,CC-BY-4.0,Pat Leonard,2014-09-19T14:00Z,2026-05-10T03:43:40Z,650x434,424931b56b25b803b7f6d99ebc77c635,Australia | processed:650x434
